,subject,relation,object,subject_type,object_type
6028,NEW DELHI,touched,high,GPE,NOUN_CHUNK
6029,peak power demand,crossed,"6,000MW mark",NOUN_CHUNK,NOUN_CHUNK
6030,high demand,shows,use,NOUN_CHUNK,NOUN_CHUNK
6031,cars,holding,video cameras,NOUN_CHUNK,NOUN_CHUNK
6032,cars,closed,Eagle Chowk Road,NOUN_CHUNK,FAC
6033,cars,demanding,Aadhaar cards,NOUN_CHUNK,NOUN_CHUNK
6034,cars,following,orders,NOUN_CHUNK,NOUN_CHUNK
6035,The Local Military Authority,opened,roads,ORG,NOUN_CHUNK
6036,Shubham Goel,drawing,eyeballs,PERSON,NOUN_CHUNK
6037,Shubham,making,use,PERSON,NOUN_CHUNK
6038,Shubham,studied,economics,PERSON,NOUN_CHUNK
6039,Shubham,took,electoral plunge,PERSON,NOUN_CHUNK
6040,Shubham,has,Shubham reasons,PERSON,NOUN_CHUNK
6041,New age tech,fix,issues,NOUN_CHUNK,NOUN_CHUNK
6042,Shubham,raising,issue,PERSON,NOUN_CHUNK
6043,Former Jharkhand deputy chief minister Sudesh Mahto,blamed,Raghubar Das government land policies,PERSON,NOUN_CHUNK
6044,Amit,necessitated after,Amit assembly membership,PERSON,NOUN_CHUNK
6045,party,take up,issue,NOUN_CHUNK,NOUN_CHUNK
6046,Sudesh,blamed,BJP high handedness,ORG,NOUN_CHUNK
6047,Adrenaline junkies,experience,thrill,NOUN_CHUNK,NOUN_CHUNK
6048,state government,notified,the West Bengal Housing Industry Regulation Act,NOUN_CHUNK,ORG
6049,high powered committee,appoint,regulator,NOUN_CHUNK,NOUN_CHUNK
6050,the regulatory authority,decide,fees,ORG,NOUN_CHUNK
6051,condition,see,black smoke,NOUN_CHUNK,NOUN_CHUNK
6052,foothpath,Food,dirt,NOUN_CHUNK,NOUN_CHUNK
6053,BMC,install,garbage collection pods,ORG,NOUN_CHUNK
6054,people,using,open place,NOUN_CHUNK,NOUN_CHUNK
6055,accused,alias,Mohammed Abbas Ikram,NOUN_CHUNK,PERSON
6056,incident,says,little,NOUN_CHUNK,NOUN_CHUNK
6057,M G Ramachandran,have,ardent viewers,PERSON,NOUN_CHUNK
6058,Kalaiyarasan,Twenty-something,uncle,PERSON,NOUN_CHUNK
6059,picaresque hero,navigates,landscape,NOUN_CHUNK,NOUN_CHUNK
6060,state government,grants,admission,NOUN_CHUNK,NOUN_CHUNK
6061,state government,paid,"Rs 9,000",NOUN_CHUNK,ORG
6062,girl,get,"Rs 3,000 scholarship",NOUN_CHUNK,NOUN_CHUNK
6063,Jhanvi mother,raised,issue,NOUN_CHUNK,NOUN_CHUNK
6064,punekars,cut,route,NOUN_CHUNK,NOUN_CHUNK
6065,MCD sanitation workers,clean,road,NOUN_CHUNK,NOUN_CHUNK
6066,shop keeper,See,footpath,NOUN_CHUNK,NOUN_CHUNK
6067,woman,hired,taxi,NOUN_CHUNK,NOUN_CHUNK
6068,woman,missed,bus,NOUN_CHUNK,NOUN_CHUNK
6069,30-year old Japanese tourist,asked,taxi driver,NOUN_CHUNK,NOUN_CHUNK
6070,woman,catch,bus,NOUN_CHUNK,NOUN_CHUNK
6071,husband,left,Seema,NOUN_CHUNK,PERSON
6072,Lokendra,asked,child,PERSON,NOUN_CHUNK
6073,owner,taken,permission,NOUN_CHUNK,NOUN_CHUNK
6074,concerned authorities,Hope,proper action,NOUN_CHUNK,NOUN_CHUNK
6075,authorities,take,action,NOUN_CHUNK,NOUN_CHUNK
6076,accident,is,place,NOUN_CHUNK,NOUN_CHUNK
6077,family members,staged,protest alleging negligence,NOUN_CHUNK,NOUN_CHUNK
6078,Rukmini,ferrying,ashes,PRODUCT,NOUN_CHUNK
6079,workers,brought,body,NOUN_CHUNK,NOUN_CHUNK
6080,incident,took,place,NOUN_CHUNK,NOUN_CHUNK
6081,couple,has,sons,NOUN_CHUNK,NOUN_CHUNK
6082,police,found,contractor,NOUN_CHUNK,NOUN_CHUNK
6083,DDA notice warning,deter,people,NOUN_CHUNK,NOUN_CHUNK
6084,animals,spread,garbage,NOUN_CHUNK,NOUN_CHUNK
6085,.Helplines of the UT police and electricity department,got,20 calls,CARDINAL,NOUN_CHUNK
6086,high speed winds,plunged in,power lines,NOUN_CHUNK,NOUN_CHUNK
6087,bad weather,affected,movement,NOUN_CHUNK,NOUN_CHUNK
6088,Tricity,received,nearly 14 mm rain,ORG,NOUN_CHUNK
6089,storm,caused,significant damage,NOUN_CHUNK,NOUN_CHUNK
6090,a kilo,Ditto at,Rs 110,QUANTITY,FAC
6091,road eateries,form,bulk,NOUN_CHUNK,NOUN_CHUNK
6092,supply chain,ensures,incremental rise,NOUN_CHUNK,NOUN_CHUNK
6093,Rs 110-Rs 120 cost,leaves,chicken sellers,NOUN_CHUNK,NOUN_CHUNK
6094,The United Nations World Water Report,recommends,nature based solutions,ORG,NOUN_CHUNK
6095,Rape kits,play,instrumental role,NOUN_CHUNK,NOUN_CHUNK
6096,The Sakhi Suraksha Advanced DNA Forensic Laboratory,have,paternity unit,ORG,NOUN_CHUNK
6097,AlsoNewYork grand jury,Read,Harvey Weinstein,NOUN_CHUNK,PERSON
6098,Brafman,defending,Harvey Weinstein,ORG,PERSON
6099,Nearly 100 women,accused,Harvey Weinstein,NOUN_CHUNK,PERSON
6100,families,rushed,duo,NOUN_CHUNK,NOUN_CHUNK
6101,precarious position,prevented,precarious position,NOUN_CHUNK,NOUN_CHUNK
6102,mobile tower,damaged,overhead water tank,NOUN_CHUNK,NOUN_CHUNK
6103,ACB,registered,disproportionate assets case,ORG,NOUN_CHUNK
6104,Anti - Corruption Bureau ACB sleuths,conducted,simultaneous searches,NOUN_CHUNK,NOUN_CHUNK
6105,5 ° C,received,8.3 mm rain,NOUN_CHUNK,NOUN_CHUNK
6106,thunderstorms,took,tally,NOUN_CHUNK,NOUN_CHUNK
6107,city,received,squalls,NOUN_CHUNK,NOUN_CHUNK
6108,Frequent power breakdowns,left,city residents,NOUN_CHUNK,NOUN_CHUNK
6109,the Tamil Nadu State Transport Corporation Ltd,preferred,present appeal,ORG,NOUN_CHUNK
6110,NIA National Investigation Agency court,awarded,life imprisonment,NOUN_CHUNK,NOUN_CHUNK
6111,NIA National Investigation Agency court,awarded,year imprisonment,NOUN_CHUNK,NOUN_CHUNK
6112,blasts,took,place,NOUN_CHUNK,NOUN_CHUNK
6113,passengers,witnessed at,refund,NOUN_CHUNK,NOUN_CHUNK
6114,Shenoy Nagar metro station,been,operations,NOUN_CHUNK,NOUN_CHUNK
6115,people,parked around,alcohol,NOUN_CHUNK,NOUN_CHUNK
6116,green spaces,protected,big trees,NOUN_CHUNK,NOUN_CHUNK
6117,parks,made,way,NOUN_CHUNK,NOUN_CHUNK
6118,detailed design consultant,planned,work,NOUN_CHUNK,NOUN_CHUNK
6119,CMRL,took over,Panagal Park,ORG,FAC
6120,entire eastern region,experienced,lower temperatures,NOUN_CHUNK,NOUN_CHUNK
6121,Patna DM Kumar Ravi,issued,directives,PERSON,NOUN_CHUNK
6122,sea breeze,cooled,CHENNAI,NOUN_CHUNK,FAC
6123,Moisture,increases,relative humidity,NOUN_CHUNK,NOUN_CHUNK
6124,met office,predicted,rainfall,NOUN_CHUNK,NOUN_CHUNK
6125,thunderstorm,claim,11 lives,NOUN_CHUNK,NOUN_CHUNK
6126,stranger,gathered,information,NOUN_CHUNK,NOUN_CHUNK
6127,Khan brother,deposited,Rs 2.3 lakh,NOUN_CHUNK,NOUN_CHUNK
6128,Khan brother,released by,lift,NOUN_CHUNK,NOUN_CHUNK
6129,Khan relatives,lodged,complaint,NOUN_CHUNK,NOUN_CHUNK
6130,The State Commission for Protection of Child Rights,ordered,age determination test,ORG,NOUN_CHUNK
6131,inordinate delay,have,bearing,NOUN_CHUNK,NOUN_CHUNK
6132,NOIDA,started,work,ORG,NOUN_CHUNK
6133,Residents,worry,health issues,NOUN_CHUNK,NOUN_CHUNK
6134,persons,took out,knife,NOUN_CHUNK,NOUN_CHUNK
6135,Police,recovered,pistol,NOUN_CHUNK,NOUN_CHUNK
6136,Rajeev,’s,ATM cards,PERSON,NOUN_CHUNK
6137,police officers,took,women,NOUN_CHUNK,NOUN_CHUNK
6138,Probationer sub-inspector (PSI) Suman,filed,complaint,ORG,NOUN_CHUNK
6139,the district forest department,took,right step,ORG,NOUN_CHUNK
6140,Rampant tree cutting,taking,place,NOUN_CHUNK,NOUN_CHUNK
6141,the district forest department,picked,villages,ORG,NOUN_CHUNK
6142,green activists,introduced after,concerns,NOUN_CHUNK,NOUN_CHUNK
6143,Punjab school education secretary Krishan Kumar,blamed,teachers,PERSON,NOUN_CHUNK
6144,total,recorded,100 % result,NOUN_CHUNK,NOUN_CHUNK
6145,Police,registered,case,NOUN_CHUNK,NOUN_CHUNK
6146,Vinay Singh,attended,meeting,PERSON,NOUN_CHUNK
6147,the Amritsar deputy commissioner Kamaldeep Singh Sangha,invoked,Section 144,PERSON,LAW
6148,police,booked,people,NOUN_CHUNK,NOUN_CHUNK
6149,accused,include,sarpanch,NOUN_CHUNK,NOUN_CHUNK
6150,police,booked,people,NOUN_CHUNK,NOUN_CHUNK
6151,doctors,referred,son,NOUN_CHUNK,NOUN_CHUNK
6152,Congress,understands,pain,ORG,NOUN_CHUNK
6153,district administration,provided,"Rs 15,000 state road transport corporation",NOUN_CHUNK,NOUN_CHUNK
6154,rain,provided,respite,NOUN_CHUNK,NOUN_CHUNK
6155,rain,bring,respite,NOUN_CHUNK,NOUN_CHUNK
6156,prices,registered,hike,NOUN_CHUNK,NOUN_CHUNK
6157,milk van,sold,vegetables,NOUN_CHUNK,NOUN_CHUNK
6158,the day,was,vegetables,DATE,NOUN_CHUNK
6159,kin,witnessed at,protest,NOUN_CHUNK,NOUN_CHUNK
6160,Kuku Kumar,hanged,Kuku Kumar,PERSON,PERSON
6161,state owned transports corporation,increased,fares,NOUN_CHUNK,NOUN_CHUNK
6162,the Indian Oil Corporation,getting,discount,ORG,NOUN_CHUNK
6163,MLAs Kuljit Singh Nagra,accompanied,Punjab local bodies’ minister Navjot Singh Sidhu,PERSON,PERSON
6164,The three MLAs,advocated,higher minimum support price,ORG,NOUN_CHUNK
6165,CUP vice-chancellor Prof R K Kohli,addressed,gathering,PERSON,NOUN_CHUNK
6166,Gurditta Singh Sidhu,apprised,farmers,PERSON,NOUN_CHUNK
6167,The PPCB,distributed,free compostable bags,ORG,NOUN_CHUNK
6168,farmers,scattered,vegetables,NOUN_CHUNK,NOUN_CHUNK
6169,Police,booked,50 protesters,NOUN_CHUNK,NOUN_CHUNK
6170,The Aam Aadmi Party,lent,support,ORG,NOUN_CHUNK
6171,Sarbat Khalsa appointed acting jathedar,started,indefinite dharna,NOUN_CHUNK,NOUN_CHUNK
6172,SAD,increased,sense,NOUN_CHUNK,NOUN_CHUNK
6173,the Meritorious School,understood,concept,ORG,NOUN_CHUNK
6174,Equipment,includes,Air Walker,NOUN_CHUNK,ORG
6175,cops,recovered,10 mobile phones,NOUN_CHUNK,NOUN_CHUNK
6176,Amritsar MP Gurjit Singh Aujla,credited,Punjab chief minister Captain Amarinder Singh,PERSON,PERSON
6177,Happy mcgarrybowen,appointed,Vimal Singh,PERSON,PERSON
6178,Vimal Singh,began,Vimal Singh advertising career,PERSON,NOUN_CHUNK
6179,Happy mcgarrybowen,handles,business,NOUN_CHUNK,NOUN_CHUNK
6180,MSRTC buses,"“Trucks, private and Maharashtra State Road Transport Corporation",lanes,NOUN_CHUNK,NOUN_CHUNK
6181,policeman,man,spots,NOUN_CHUNK,NOUN_CHUNK
6182,toppers,awaiting,results,NOUN_CHUNK,NOUN_CHUNK
6183,Vaishvi PJ,bagged,fourth rank,ORG,NOUN_CHUNK
6184,government,invested,money,NOUN_CHUNK,NOUN_CHUNK
6185,cop,demanded,Rs,NOUN_CHUNK,NOUN_CHUNK
6186,TOI,has,copy,ORG,NOUN_CHUNK
6187,SIT,submitted,remand application,NOUN_CHUNK,NOUN_CHUNK
6188,officials,recovered,diary,NOUN_CHUNK,NOUN_CHUNK
6189,Kale,written down,names,PERSON,NOUN_CHUNK
6190,diary,contained,sketches,NOUN_CHUNK,NOUN_CHUNK
6191,construction boom,attract,attention,NOUN_CHUNK,NOUN_CHUNK
6192,construction boom,writ,graphics,NOUN_CHUNK,NOUN_CHUNK
6193,introduction,shrunk,pipeline,NOUN_CHUNK,NOUN_CHUNK
6194,construction boom,shifted,focus,NOUN_CHUNK,NOUN_CHUNK
6195,employers,reported,matter,NOUN_CHUNK,NOUN_CHUNK
6196,girl,delivered,baby girl,NOUN_CHUNK,NOUN_CHUNK
6197,Preliminary probe,brought to,girl,NOUN_CHUNK,NOUN_CHUNK
6198,cops,report,matter,NOUN_CHUNK,NOUN_CHUNK
6199,the NHAI,assured,Punjab PWD minister Vijay Inder Singla,ORG,PERSON
6200,Vijay Inder Singla,met,officials,PERSON,NOUN_CHUNK
6201,People,have,habit,NOUN_CHUNK,NOUN_CHUNK
6202,police,nabbed,accused,NOUN_CHUNK,NOUN_CHUNK
6203,62 differently abled persons,talking,exam,NOUN_CHUNK,NOUN_CHUNK
6204,exam centre,decided,10 policemen,NOUN_CHUNK,NOUN_CHUNK
6205,district administration,set up,control room,NOUN_CHUNK,NOUN_CHUNK
6206,feeder e rickshaws,ferry,Metro passengers,NOUN_CHUNK,NOUN_CHUNK
6207,e - rickshaws,carry,passengers,NOUN_CHUNK,NOUN_CHUNK
6208,district court,imposed,fine,NOUN_CHUNK,NOUN_CHUNK
6209,court,sentenced,defence counsel,NOUN_CHUNK,NOUN_CHUNK
6210,The Chandigarh Heritage Conservation Committee,given,approval,ORG,NOUN_CHUNK
6211,consultant,showed,detailed presentation,NOUN_CHUNK,NOUN_CHUNK
6212,ambitious project,cost,Rs 400 crore,NOUN_CHUNK,FAC
6213,consultant,prepare,detailed project report,NOUN_CHUNK,NOUN_CHUNK
6214,traffic data,identified,Sector 29/31 Industrial Area Phase 1 Industrial Area Phase,NOUN_CHUNK,NOUN_CHUNK
6215,JBT paper leak scam,hit,headlines,NOUN_CHUNK,NOUN_CHUNK
6216,Universities,announce,cut,NOUN_CHUNK,NOUN_CHUNK
6217,process,comprises,levels,NOUN_CHUNK,NOUN_CHUNK
6218,son,scored,74 marks,NOUN_CHUNK,MONEY
6219,Abhiraj,scored,84 marks,ORG,MONEY
6220,Sriganganagar,recorded,highest,ORG,NOUN_CHUNK
6221,places,reported,maximum temperature,NOUN_CHUNK,NOUN_CHUNK
6222,extreme weather,aggravated,drinking water problems,NOUN_CHUNK,NOUN_CHUNK
6223,the Union health ministry,streamlined,process,ORG,NOUN_CHUNK
6224,Quantitative achievements,mark,government effort,NOUN_CHUNK,NOUN_CHUNK
6225,department,organized,programme,NOUN_CHUNK,NOUN_CHUNK
6226,winner,held on,the ‘Haematology Champion 2018,NOUN_CHUNK,WORK_OF_ART
6227,LED screens,reached,building branch,NOUN_CHUNK,NOUN_CHUNK
6228,rape,took,place,NOUN_CHUNK,NOUN_CHUNK
6229,farmers,spilled,milk,NOUN_CHUNK,NOUN_CHUNK
6230,farmers,had,heated argument,NOUN_CHUNK,NOUN_CHUNK
6231,Peasants,dump,milk,NOUN_CHUNK,NOUN_CHUNK
6232,Farmers,spilled,milk,NOUN_CHUNK,NOUN_CHUNK
6233,farmers,had,heated argument,NOUN_CHUNK,NOUN_CHUNK
6234,Shivakumar,skipped,talks,ORG,NOUN_CHUNK
6235,paragraph,reads,language script,NOUN_CHUNK,NOUN_CHUNK
6236,central government,funded,projects,NOUN_CHUNK,NOUN_CHUNK
6237,Gurugram,pointed out,highest revenue,PERSON,NOUN_CHUNK
6238,toppers,awaiting,results,NOUN_CHUNK,NOUN_CHUNK
6239,Vaishvi PJ,bagged,fourth rank,ORG,NOUN_CHUNK
6240,corridor,avoid,emission,NOUN_CHUNK,NOUN_CHUNK
6241,the JMRC,extended,corridor,ORG,NOUN_CHUNK
6242,results,cemented,dreams,NOUN_CHUNK,NOUN_CHUNK
6243,Shridhar,studied in,school,ORG,NOUN_CHUNK
6244,Son,scored,96.67%,NOUN_CHUNK,PERCENT
6245,Debarsho Sannyasi,secured,rank,PERSON,NOUN_CHUNK
6246,father,basking,father,NOUN_CHUNK,NOUN_CHUNK
6247,chief son,focused,more competitive exams.*Tuhin Girinath,NOUN_CHUNK,PERSON
6248,girl,took,break,NOUN_CHUNK,NOUN_CHUNK
6249,Aneeta,wrote,BIT test,ORG,NOUN_CHUNK
6250,Gujarat Anti-Terrorist Squad,arrested,key,ORG,NOUN_CHUNK
6251,serial blasts,rocked,AHMEDABAD/MUMBAI,NOUN_CHUNK,ORG
6252,Sanap,convicted,Mohammed Dossa,NOUN_CHUNK,PERSON
6253,Gujarat Anti-Terrorist Squad,arrested,key,ORG,NOUN_CHUNK
6254,serial blasts,rocked,AHMEDABAD/MUMBAI,NOUN_CHUNK,ORG
6255,Sanap,convicted,Mohammed Dossa,NOUN_CHUNK,PERSON
6256,SBI employee,lost,woman house,NOUN_CHUNK,NOUN_CHUNK
6257,Shah,receive,response,PERSON,NOUN_CHUNK
6258,people,staged,silent demonstration,NOUN_CHUNK,NOUN_CHUNK
6259,"10,000 trucks",taking,the newly built Eastern Peripheral Expressway,NOUN_CHUNK,ORG
6260,case,involves,15-year old rape survivor,NOUN_CHUNK,NOUN_CHUNK
6261,the Palike,made,segregation,PERSON,NOUN_CHUNK
6262,Officer,collected,Rs 3L,NOUN_CHUNK,ORG
6263,police team,arrested,police team,NOUN_CHUNK,NOUN_CHUNK
6264,Members,put up,roadblocks,NOUN_CHUNK,NOUN_CHUNK
6265,Citu leader,led,protest march,NOUN_CHUNK,NOUN_CHUNK
6266,arrest,given,birth,NOUN_CHUNK,NOUN_CHUNK
6267,Indian pledgers,include,Azim Premji,NOUN_CHUNK,PERSON
6268,Workers,carry,loads,NOUN_CHUNK,NOUN_CHUNK
6269,entire stretch,Come,midnight mango market,NOUN_CHUNK,NOUN_CHUNK
6270,“The SJ085 (SpiceJet) AHMEDABAD,had,burst,ORG,NOUN_CHUNK
6271,pilots,was,SpiceJet aircraft,NOUN_CHUNK,NOUN_CHUNK
6272,passenger,shot,video,NOUN_CHUNK,NOUN_CHUNK
6273,mishap,took,place,NOUN_CHUNK,NOUN_CHUNK
6274,boss,lead,state,NOUN_CHUNK,NOUN_CHUNK
6275,KTR,credited,chief minister,ORG,NOUN_CHUNK
6276,Police,opened,the Kargil-Srinagar Road,NOUN_CHUNK,FAC
6277,group,reached,Srinagar,NOUN_CHUNK,GPE
6278,Police,opened,the Kargil-Srinagar Road,NOUN_CHUNK,FAC
6279,group,reached,Srinagar,NOUN_CHUNK,GPE
6280,Police,opened,the Kargil-Srinagar Road,NOUN_CHUNK,FAC
6281,group,reached,Srinagar,NOUN_CHUNK,GPE
6282,region,experience,phenomenon,NOUN_CHUNK,NOUN_CHUNK
6283,parts,experience,parts,NOUN_CHUNK,NOUN_CHUNK
6284,areas,reported,severe waterlogging,NOUN_CHUNK,NOUN_CHUNK
6285,city,received,40mm,NOUN_CHUNK,QUANTITY
6286,monsoon,touched,coast,EVENT,NOUN_CHUNK
6287,Virender,has,seven international medals,ORG,NOUN_CHUNK
6288,Actor Arbaaz Khan,placed,bets,PERSON,NOUN_CHUNK
6289,Actor Arbaaz Khan,placed,bets,PERSON,NOUN_CHUNK
6290,Actor Arbaaz Khan,placed,bets,PERSON,NOUN_CHUNK
6291,cops,made after,fourth dealer,NOUN_CHUNK,NOUN_CHUNK
6292,cops,recovered,fake currency,NOUN_CHUNK,NOUN_CHUNK
6293,Sattar Sheikh,hid,fake currencies,PERSON,NOUN_CHUNK
6294,number,exceed,successful applicants,NOUN_CHUNK,NOUN_CHUNK
6295,special anti - corruption court,rejected,bail application,NOUN_CHUNK,NOUN_CHUNK
6296,Archana,teaches,art,PERSON,NOUN_CHUNK
6297,Archana,facing,difficulties,PERSON,NOUN_CHUNK
6298,Surat court,remanded,accused persons,NOUN_CHUNK,NOUN_CHUNK
6299,Karthik opening partner,recollects,jumpy young batsman,NOUN_CHUNK,NOUN_CHUNK
6300,Karthik,open,batting,PERSON,NOUN_CHUNK
6301,woman,named,husband,NOUN_CHUNK,NOUN_CHUNK
6302,committee,submitted,West Bengal Transport Corporation Narayan Swarup Nigam report,NOUN_CHUNK,NOUN_CHUNK
6303,local fire brigade,fished out,bodies,NOUN_CHUNK,NOUN_CHUNK
6304,EMRI 108 ambulance,took,boys,NOUN_CHUNK,NOUN_CHUNK
6305,Natural gas consumers,revised,prices,NOUN_CHUNK,NOUN_CHUNK
6306,Natural gas consumers,increased,CNG,NOUN_CHUNK,ORG
6307,Natural gas consumers,revised,PNG prices,NOUN_CHUNK,NOUN_CHUNK
6308,Natural gas consumers,hiked,PNG prices,NOUN_CHUNK,NOUN_CHUNK
6309,city gas distribution companies,follow,suit,NOUN_CHUNK,NOUN_CHUNK
6310,Indraprastha Gas Limited,increased,CNG prices,ORG,NOUN_CHUNK
6311,the Ahmedabad Municipal Corporation,began,operations,ORG,NOUN_CHUNK
6312,the Ahmedabad Municipal Corporation,allotted,duties,ORG,NOUN_CHUNK
6313,control rooms,work,24x7,NOUN_CHUNK,ORG
6314,members,conducted,plastic polythene removal drive,NOUN_CHUNK,NOUN_CHUNK
6315,Pranoy Halder,smashed,one to the roof of the net to,ORG,CARDINAL
6316,defence,understand,interplay,NOUN_CHUNK,NOUN_CHUNK
6317,trio,involved,series,NOUN_CHUNK,NOUN_CHUNK
6318,Tattoo artist Vikas Malani,fielding,requests,PERSON,NOUN_CHUNK
6319,the Project,celebrates,mental health warriors,ORG,NOUN_CHUNK
6320,dandelion,symbolises,strong desire,NOUN_CHUNK,NOUN_CHUNK
6321,Anchor,signifies,stability,NOUN_CHUNK,NOUN_CHUNK
6322,Trichy onion traders association,began,construction works,NOUN_CHUNK,NOUN_CHUNK
6323,private market,raised,concerns,NOUN_CHUNK,NOUN_CHUNK
6324,Seedless apple slices,given,lean meats,NOUN_CHUNK,NOUN_CHUNK
6325,guinea pig,giving,trouble,NOUN_CHUNK,NOUN_CHUNK
6326,organisers,lose,heart,NOUN_CHUNK,NOUN_CHUNK
6327,Swarnalatha,had,inkling,PERSON,NOUN_CHUNK
6328,background track,echoes,aunty,NOUN_CHUNK,NOUN_CHUNK
6329,young looking woman,colours,grey hair,NOUN_CHUNK,NOUN_CHUNK
6330,supercilious boy,christens,young looking woman,NOUN_CHUNK,NOUN_CHUNK
6331,salt pepper look,lends,certain perception,NOUN_CHUNK,NOUN_CHUNK
6332,Tamil Nadu government,increased,monthly salary,NOUN_CHUNK,NOUN_CHUNK
6333,husband,shut,husband,NOUN_CHUNK,NOUN_CHUNK
6334,silent treatment,think,clear message,NOUN_CHUNK,NOUN_CHUNK
6335,wrong.-,Give,wrong.-/wrong.- time,NOUN_CHUNK,NOUN_CHUNK
6336,Ramya,marks,collaboration,NOUN_CHUNK,NOUN_CHUNK
6337,businessman,organising,matrimonial meets,NOUN_CHUNK,NOUN_CHUNK
6338,Umesh M P,stopped,Umesh M P,PERSON,PERSON
6339,Anthakshari,had,whale,ORG,NOUN_CHUNK
6340,Increased long term stress,causes,unbalanced release,NOUN_CHUNK,NOUN_CHUNK
6341,Stress,impacts,Vitamin D levels,NOUN_CHUNK,NOUN_CHUNK
6342,negative effects,increase,fracture risk,NOUN_CHUNK,NOUN_CHUNK
6343,Don,donated,blood,PERSON,NOUN_CHUNK
6344,situations,require,lifesaving blood transfusions,NOUN_CHUNK,NOUN_CHUNK
6345,women,said,thing,NOUN_CHUNK,NOUN_CHUNK
6346,women,had,freedom,NOUN_CHUNK,NOUN_CHUNK
6347,Different departments,use,multiple cameras,NOUN_CHUNK,NOUN_CHUNK
6348,storylines,had,drama,NOUN_CHUNK,NOUN_CHUNK
6349,unique piece garment,found,support,NOUN_CHUNK,NOUN_CHUNK
6350,party,meets,bodysuit,NOUN_CHUNK,NOUN_CHUNK
6351,long hair,let,barren areas,NOUN_CHUNK,NOUN_CHUNK
6352,Dr Saleem Abdul Kathus,told,TOI,PERSON,PERSON
6353,Fewer engineering aspirants,scored,176 and above out of 200 in the MHT-CET results,NOUN_CHUNK,CARDINAL
6354,Mona Gandhi,topped,entrance test,PERSON,NOUN_CHUNK
6355,297 students,scored,176 and higher in MHT-CET,NOUN_CHUNK,CARDINAL
6356,Gandhi,scored,90.6%,PERSON,PERCENT
6357,Students,raised,queries,NOUN_CHUNK,NOUN_CHUNK
6358,Fewer engineering aspirants,scored,176 and above out of 200 in the MHT-CET results,NOUN_CHUNK,CARDINAL
6359,Mona Gandhi,topped,entrance test,PERSON,NOUN_CHUNK
6360,297 students,scored,176 and higher in MHT-CET,NOUN_CHUNK,CARDINAL
6361,Gandhi,scored,90.6%,PERSON,PERCENT
6362,Students,raised,queries,NOUN_CHUNK,NOUN_CHUNK
6363,Fewer engineering aspirants,scored,176 and above out of 200 in the MHT-CET results,NOUN_CHUNK,CARDINAL
6364,Mona Gandhi,topped,entrance test,PERSON,NOUN_CHUNK
6365,297 students,scored,176 and higher in MHT-CET,NOUN_CHUNK,CARDINAL
6366,Gandhi,scored,90.6%,PERSON,PERCENT
6367,Students,raised,queries,NOUN_CHUNK,NOUN_CHUNK
6368,Fewer engineering aspirants,scored,176 and above out of 200 in the MHT-CET results,NOUN_CHUNK,CARDINAL
6369,Mona Gandhi,topped,entrance test,PERSON,NOUN_CHUNK
6370,297 students,scored,176 and higher in MHT-CET,NOUN_CHUNK,CARDINAL
6371,Gandhi,scored,90.6%,PERSON,PERCENT
6372,Students,raised,queries,NOUN_CHUNK,NOUN_CHUNK
6373,notorious laptop thief,fled,scene,NOUN_CHUNK,NOUN_CHUNK
6374,Cantonment police,arrested,R Muthuraman,NOUN_CHUNK,ORG
6375,thieves,follow,thieves,NOUN_CHUNK,NOUN_CHUNK
6376,state government,announced,Rs 56 crore assistance,NOUN_CHUNK,NOUN_CHUNK
6377,delta farmers,demanded,rectification,NOUN_CHUNK,NOUN_CHUNK
6378,delta farmers,demanded,enhancement,ORG,NOUN_CHUNK
6379,Rajinikanth,enter,politics,NOUN_CHUNK,NOUN_CHUNK
6380,Chief Minister Edappadi K Palaniswami,Reacting to,Tuticorin,PERSON,NORP
6381,Chief Minister Edappadi K Palaniswami,called,DMK mock assembly,PERSON,NOUN_CHUNK
6382,municipal commissioner Ajoy Mehta,sought,details,PERSON,NOUN_CHUNK
6383,contractor,delayed,St Andrew Road work,NOUN_CHUNK,NOUN_CHUNK
6384,The Maharashtra Metro Rail Corporation,floated,tenders,ORG,NOUN_CHUNK
6385,5 km stretch,connect,agriculture college,NOUN_CHUNK,NOUN_CHUNK
6386,The Maharashtra Metro Rail Corporation,planned,work,ORG,NOUN_CHUNK
6387,MahaMetro,started,civil work,ORG,NOUN_CHUNK
6388,700 candidates,attended,counselling,NOUN_CHUNK,NOUN_CHUNK
6389,group,held,demonstration,NOUN_CHUNK,NOUN_CHUNK
6390,Opening of a wine shop on Ganga Arcadia,bring,negative impact,WORK_OF_ART,NOUN_CHUNK
6391,residents,met,excise minister,NOUN_CHUNK,NOUN_CHUNK
6392,Online scammers,breaking,internet,NOUN_CHUNK,NOUN_CHUNK
6393,women,defrauded,men,NOUN_CHUNK,NOUN_CHUNK
6394,woman,fallen,victim,NOUN_CHUNK,NOUN_CHUNK
6395,cybercrime cell,received,60 applications,NOUN_CHUNK,NOUN_CHUNK
6396,Capri,considering,similar crowd control measures,ORG,NOUN_CHUNK
6397,UNESCO,turned,fears,ORG,NOUN_CHUNK
6398,syllabus,recommended,graphic designing,NOUN_CHUNK,NOUN_CHUNK
6399,Universities,said,65 combinations,NOUN_CHUNK,NOUN_CHUNK
