,subject,relation,object,subject_type,object_type
5646,Rahman,traversing,new turfs,PERSON,NOUN_CHUNK
5647,Rahman,has,Karthik Naren film,ORG,NOUN_CHUNK
5648,album,have,songs,NOUN_CHUNK,NOUN_CHUNK
5649,team,released,the melodious duet Koottipo Koodave,NOUN_CHUNK,PERSON
5650,Jagadeesh,sung,electro folk number,PERSON,NOUN_CHUNK
5651,Vishwaprasad,bagged,30 singing titles,ORG,NOUN_CHUNK
5652,zoos,have,glass enclosures,NOUN_CHUNK,NOUN_CHUNK
5653,movie,earned,good,NOUN_CHUNK,NOUN_CHUNK
5654,race,takes,place,NOUN_CHUNK,NOUN_CHUNK
5655,Nandhan,plays,GV Prakash friend,ORG,NOUN_CHUNK
5656,actress,battling,extreme heat,NOUN_CHUNK,NOUN_CHUNK
5657,iron rod,pierced,neck,NOUN_CHUNK,NOUN_CHUNK
5658,Gupta,alleged,procession,PERSON,NOUN_CHUNK
5659,the Supreme Court,stayed,BJP functionary S Ve Shekher arrest,ORG,NOUN_CHUNK
5660,the India Meteorological Department,issued,yellow,ORG,NOUN_CHUNK
5661,cities,received,nil,NOUN_CHUNK,NOUN_CHUNK
5662,locations,received,considerable rainfall,NOUN_CHUNK,NOUN_CHUNK
5663,Junnar,got,10 mm rain,PERSON,NOUN_CHUNK
5664,distribution,taken,hit,NOUN_CHUNK,NOUN_CHUNK
5665,government school students,received,sets,NOUN_CHUNK,NOUN_CHUNK
5666,distribution,taken,hit,NOUN_CHUNK,NOUN_CHUNK
5667,government school students,received,sets,NOUN_CHUNK,NOUN_CHUNK
5668,activity,benefit,animals,NOUN_CHUNK,NOUN_CHUNK
5669,Cherry orchard,suggests,things,GPE,NOUN_CHUNK
5670,Cherry Orchard,wrote,play,ORG,NOUN_CHUNK
5671,changes,caused,ripples,NOUN_CHUNK,NOUN_CHUNK
5672,new capitalist order,stabilised,reins,NOUN_CHUNK,NOUN_CHUNK
5673,farmers,reaped,benefits,NOUN_CHUNK,NOUN_CHUNK
5674,DREU,were,railway stadium,ORG,NOUN_CHUNK
5675,source,confirmed,fracas,NOUN_CHUNK,NOUN_CHUNK
5676,Thoraipakkam resident Bharathi Hariharan,welcomed,initiative,PERSON,NOUN_CHUNK
5677,300 families,practising,waste segregation,NOUN_CHUNK,NOUN_CHUNK
5678,children,bring,newspapers,NOUN_CHUNK,NOUN_CHUNK
5679,contractor,supply,five lakh tonnes,NOUN_CHUNK,QUANTITY
5680,PWD official,told,TOI,NOUN_CHUNK,PERSON
5681,10 vessels,delivered,river sand,NOUN_CHUNK,NOUN_CHUNK
5682,CT scan,revealed,one foot,NOUN_CHUNK,QUANTITY
5683,grill,gone up,Dr K S Saravana Krishna Raja,NOUN_CHUNK,PERSON
5684,Saravana Krishna Raja,left,lung,NOUN_CHUNK,NOUN_CHUNK
5685,procedure,took,less than three hours,NOUN_CHUNK,TIME
5686,students,take,studies,NOUN_CHUNK,NOUN_CHUNK
5687,SC,recognised,transgender community,ORG,NOUN_CHUNK
5688,girls,ignored,sexual advances,NOUN_CHUNK,NOUN_CHUNK
5689,parents,lodged,police complaint,NOUN_CHUNK,NOUN_CHUNK
5690,VCK leader Thol Thirumavalavan,visited,injured,PERSON,NOUN_CHUNK
5691,Naam Tamilar Katchi leader Seeman,visited,injured,PERSON,NOUN_CHUNK
5692,VCK leader Thol Thirumavalavan,demanded,CBI inquiry,PERSON,NOUN_CHUNK
5693,VCK leader Thol Thirumavalavan,demanded,Rs1crore compensation,PERSON,NOUN_CHUNK
5694,special committee,visiting,Tuticorin,NOUN_CHUNK,LANGUAGE
5695,government,revised,syllabus,NOUN_CHUNK,NOUN_CHUNK
5696,Collector K Veera Raghava Rao,distributed,new books,PERSON,NOUN_CHUNK
5697,district,has,total,NOUN_CHUNK,NOUN_CHUNK
5698,incident,took,place,NOUN_CHUNK,NOUN_CHUNK
5699,Investigating officers,collected,CCTV footage,NOUN_CHUNK,NOUN_CHUNK
5700,man,has,bag,NOUN_CHUNK,NOUN_CHUNK
5701,Upset,left,Ranganayaki house,NOUN_CHUNK,NOUN_CHUNK
5702,Tourists,buy,tickets,NOUN_CHUNK,NOUN_CHUNK
5703,second class ticket,cost,300,NOUN_CHUNK,CARDINAL
5704,train,accommodate,82 passengers,NOUN_CHUNK,NOUN_CHUNK
5705,Murugan,handed over,benefits,PERSON,NOUN_CHUNK
5706,Murugan,received,petitions,PERSON,NOUN_CHUNK
5707,doctors,introduced,new valve,NOUN_CHUNK,NOUN_CHUNK
5708,authorities,dug,new irrigation tank,NOUN_CHUNK,NOUN_CHUNK
5709,administration,take,stringent action,NOUN_CHUNK,NOUN_CHUNK
5710,senior official,told,TOI,NOUN_CHUNK,ORG
5711,assistant project officer,said,report,NOUN_CHUNK,NOUN_CHUNK
5712,BJP state president Tamilisai Sounderarajan,said,growing intolerance,PERSON,NOUN_CHUNK
5713,Rajinikanth,made,bold statement,NOUN_CHUNK,NOUN_CHUNK
5714,opposition parties,create,a perpetually protesting Tamil Nadu,NOUN_CHUNK,PERSON
5715,states,implement,intrastate e way bill,NOUN_CHUNK,NOUN_CHUNK
5716,speed,given,confidence,NOUN_CHUNK,NOUN_CHUNK
5717,Students,cleaned,school premises,NOUN_CHUNK,NOUN_CHUNK
5718,women,pushed,women,NOUN_CHUNK,NOUN_CHUNK
5719,Bengaluru-based Ishwarya Kumar’s company Upturn Learning,runs,digital detox programme,ORG,NOUN_CHUNK
5720,40-hour detox,introduces,children,NOUN_CHUNK,NOUN_CHUNK
5721,screen time,taking,toll,NOUN_CHUNK,NOUN_CHUNK
5722,Bengaluru-based Ishwarya Kumar’s company Upturn Learning,runs,digital detox programme,ORG,NOUN_CHUNK
5723,40-hour detox,introduces,children,NOUN_CHUNK,NOUN_CHUNK
5724,screen time,taking,toll,NOUN_CHUNK,NOUN_CHUNK
5725,Nehru government,aided,school,NOUN_CHUNK,NOUN_CHUNK
5726,police,let,cows,NOUN_CHUNK,NOUN_CHUNK
5727,Police,attacked,people,NOUN_CHUNK,NOUN_CHUNK
5728,bullets,shifted to,bones,NOUN_CHUNK,NOUN_CHUNK
5729,Investigators,recovered,cards,NOUN_CHUNK,NOUN_CHUNK
5730,sleuths,recovered,diary,NOUN_CHUNK,NOUN_CHUNK
5731,diary,contains,names,NOUN_CHUNK,NOUN_CHUNK
5732,government,given,police security,NOUN_CHUNK,NOUN_CHUNK
5733,the NHAI,sought,help,ORG,NOUN_CHUNK
5734,people,avoid,frequent traffic congestion,NOUN_CHUNK,NOUN_CHUNK
5735,children,pay,attention,NOUN_CHUNK,NOUN_CHUNK
5736,quarry,have,extensive fencing retaining wall,NOUN_CHUNK,NOUN_CHUNK
5737,Beema Nagar Municipal middle school,saw,75 new admissions,NOUN_CHUNK,NOUN_CHUNK
5738,Beema Nagar Municipal middle school,witnessed,more than 90%,NOUN_CHUNK,PERCENT
5739,wing CID police,took,Panchaloha idols,NOUN_CHUNK,NOUN_CHUNK
5740,IGP,instructed,the SP,ORG,ORG
5741,school managements,select,students,NOUN_CHUNK,NOUN_CHUNK
5742,choice,won,lot,NOUN_CHUNK,NOUN_CHUNK
5743,actress,harm,environment,NOUN_CHUNK,NOUN_CHUNK
5744,Sengar,share,unique connection,ORG,NOUN_CHUNK
5745,Shashwat Pathak,organised,bonsai workshop,PERSON,NOUN_CHUNK
5746,exercise,brought,active participation,NOUN_CHUNK,NOUN_CHUNK
5747,Gupta,receives,whelming response,ORG,NOUN_CHUNK
5748,SHOES.Manjari Pandey,offers,variety,PERSON,NOUN_CHUNK
5749,summer camp,offers,children,NOUN_CHUNK,NOUN_CHUNK
5750,film,have,local cast,NOUN_CHUNK,NOUN_CHUNK
5751,Gurugrammers,burn,late night oil,ORG,NOUN_CHUNK
5752,Gurgaon commuters,fall,prey,NOUN_CHUNK,NOUN_CHUNK
5753,companies,provide,companies employees,NOUN_CHUNK,NOUN_CHUNK
5754,person,dwelled on,compromises,NOUN_CHUNK,NOUN_CHUNK
5755,Artists Kushal Dubey,impressed,audience,PERSON,NOUN_CHUNK
5756,film,have,local cast,NOUN_CHUNK,NOUN_CHUNK
5757,person,dwelled on,compromises,NOUN_CHUNK,NOUN_CHUNK
5758,Artists Kushal Dubey,impressed,audience,PERSON,NOUN_CHUNK
5759,Punjabi film industry,finding,new lease,NOUN_CHUNK,NOUN_CHUNK
5760,The 19-year-old spent Rishith Rambhia summer holidays,teaching,children,DATE,NOUN_CHUNK
5761,person,dwelled on,compromises,NOUN_CHUNK,NOUN_CHUNK
5762,Artists Kushal Dubey,impressed,audience,PERSON,NOUN_CHUNK
5763,large,facing,flood threat,NOUN_CHUNK,NOUN_CHUNK
5764,Deputy CM Sushil Kumar Modi,blamed,musclemen,PERSON,NOUN_CHUNK
5765,15 huts,informed,fire,NOUN_CHUNK,NOUN_CHUNK
5766,People,doing,atrocities,NOUN_CHUNK,NOUN_CHUNK
5767,The RJD,termed,incident,ORG,NOUN_CHUNK
5768,Actress Sanya Malhotra,spent,the past two years,PERSON,DATE
5769,Actress Sanya Malhotra,completed,Junglee Pictures’,PERSON,ORG
5770,couple,kept,romance,NOUN_CHUNK,NOUN_CHUNK
5771,Shashwat Pathak,organised,bonsai workshop,PERSON,NOUN_CHUNK
5772,exercise,brought,active participation,NOUN_CHUNK,NOUN_CHUNK
5773,Gupta,receives,whelming response,ORG,NOUN_CHUNK
5774,SHOES.Manjari Pandey,offers,variety,PERSON,NOUN_CHUNK
5775,summer camp,offers,children,NOUN_CHUNK,NOUN_CHUNK
5776,Music composer Mannan Shah,sees,drop,PERSON,NOUN_CHUNK
5777,Singer Neeti Mohan,has,problems,PERSON,NOUN_CHUNK
5778,Researches,cited,significance,ORG,NOUN_CHUNK
5779,research team,cited,examples,NOUN_CHUNK,NOUN_CHUNK
5780,kidnappers,sent,message,NOUN_CHUNK,NOUN_CHUNK
5781,family,deposited,Rs 1 lakh,NOUN_CHUNK,MONEY
5782,ACP Govind Sharma,laid,trap,PERSON,NOUN_CHUNK
5783,Cops,withheld,couple,NOUN_CHUNK,NOUN_CHUNK
5784,Patel,left,job,PERSON,NOUN_CHUNK
5785,Govinda Uncle,got,attention,PERSON,NOUN_CHUNK
5786,Repartee,set off,heated discussions,NOUN_CHUNK,NOUN_CHUNK
5787,AAP,ended,Congress 15-year dominance,ORG,NOUN_CHUNK
5788,AAP,facing,erosion,ORG,NOUN_CHUNK
5789,result,shows,dwindling trend,NOUN_CHUNK,NOUN_CHUNK
5790,Congress,remain,AAP,ORG,ORG
5791,Repartee,set off,heated discussions,NOUN_CHUNK,NOUN_CHUNK
5792,AAP,ended,Congress 15-year dominance,ORG,NOUN_CHUNK
5793,AAP,facing,erosion,ORG,NOUN_CHUNK
5794,result,shows,dwindling trend,NOUN_CHUNK,NOUN_CHUNK
5795,Congress,remain,AAP,ORG,ORG
5796,pastry chef Pooja Dhingra,scored,77%,PERSON,PERCENT
5797,Marketing professional,scored,76%,NOUN_CHUNK,PERCENT
5798,pastry chef Pooja Dhingra,scored,77%,PERSON,PERCENT
5799,Marketing professional,scored,76%,NOUN_CHUNK,PERCENT
5800,pastry chef Pooja Dhingra,scored,77%,PERSON,PERCENT
5801,Marketing professional,scored,76%,NOUN_CHUNK,PERCENT
5802,Companies,open,Companies doors,NOUN_CHUNK,NOUN_CHUNK
5803,rest,join,sales,NOUN_CHUNK,NOUN_CHUNK
5804,rest,join,sales,NOUN_CHUNK,NOUN_CHUNK
5805,IHCL,select,talent,ORG,NOUN_CHUNK
5806,IHCL,offers,36-month course,ORG,NOUN_CHUNK
5807,students,join,Taj,NOUN_CHUNK,PERSON
5808,fireman,suffered,injuries,NOUN_CHUNK,NOUN_CHUNK
5809,building,houses,offices,NOUN_CHUNK,NOUN_CHUNK
5810,Enquiries,include,probe,NOUN_CHUNK,NOUN_CHUNK
5811,T Shirt,wore,avatars,NOUN_CHUNK,NOUN_CHUNK
5812,entrepreneurial drive,pushed,Ayappa,NOUN_CHUNK,PERSON
5813,the CBI,registered,FIR,ORG,NOUN_CHUNK
5814,Congress,got,22 portfolios,ORG,NOUN_CHUNK
5815,ministers,take,oath,NOUN_CHUNK,NOUN_CHUNK
5816,RK Nagar legislator,feeling,heat,NOUN_CHUNK,NOUN_CHUNK
5817,rebel leader,received,support,NOUN_CHUNK,NOUN_CHUNK
5818,legislator,heckled,Dhinakaran,NOUN_CHUNK,GPE
5819,strong dust storm,was,parts,NOUN_CHUNK,NOUN_CHUNK
5820,strong winds,disrupted,Delhi Metro operations,NOUN_CHUNK,NOUN_CHUNK
5821,deputy CM Dinesh Sharma,said,Sitaji ka janm hua toh ghadey hua,PERSON,NOUN_CHUNK
5822,Narendra Modi,asked,party functionaries,PERSON,NOUN_CHUNK
5823,PATNA police,unearthed,spurious cement manufacturing factory,NOUN_CHUNK,NOUN_CHUNK
5824,Manish,running,spurious cement manufacturing factory,PERSON,NOUN_CHUNK
5825,son Shailen Dutt,lodged,FIR,PERSON,NOUN_CHUNK
5826,All India Institute of Medical Sciences,set up,centre,ORG,NOUN_CHUNK
5827,burn centre,provide,tertiary care,NOUN_CHUNK,NOUN_CHUNK
5828,burn centre,have,state skin bank,NOUN_CHUNK,NOUN_CHUNK
5829,Mahatam,succumbed to,injuries,ORG,NOUN_CHUNK
5830,Mahatam wife Prabhavati Devi,undergoing,treatment,PERSON,NOUN_CHUNK
5831,Gohil,meet,party youth coordinators,PERSON,NOUN_CHUNK
5832,mega bridge projects,include,construction,NOUN_CHUNK,NOUN_CHUNK
5833,The Patna Medical College and Hospital,get,brachytherapy,ORG,NOUN_CHUNK
5834,hospital,has,cobalt teletherapy machine,NOUN_CHUNK,NOUN_CHUNK
5835,the Medical Council of India,discontinued,PG course,ORG,NOUN_CHUNK
5836,load combination,gone,13 coaches,NOUN_CHUNK,NOUN_CHUNK
5837,Railways,attached,additional 3AC coach,ORG,NOUN_CHUNK
5838,ECR chief security commissioner,inspected,Mokama Ghat based RPF training centre,NOUN_CHUNK,NOUN_CHUNK
5839,140 new recruits,undergoing,training,NOUN_CHUNK,NOUN_CHUNK
5840,Ravindra Verma,inspected,passing parade,PERSON,NOUN_CHUNK
5841,The Bihar School Examination Board,set,25 deadline,ORG,NOUN_CHUNK
5842,11 universities,include,Patna University,NOUN_CHUNK,ORG
5843,recognisable names,include,Camila Cabello,NOUN_CHUNK,PERSON
5844,PATNA resident,get,piped cooking gas supply,NOUN_CHUNK,NOUN_CHUNK
5845,NEW DELHI,scored,64 out of 100 for NEW DELHI environment-friendly initiative like solar panels,GPE,CARDINAL
5846,score,classified in,certification,NOUN_CHUNK,NOUN_CHUNK
5847,agency,evaluates,broad parameters,NOUN_CHUNK,NOUN_CHUNK
5848,Police,summoned,actor Arbaaz Khan,NOUN_CHUNK,PERSON
5849,Police,summoned,actor Arbaaz Khan,NOUN_CHUNK,PERSON
5850,similar reward scheme,earn,reward,NOUN_CHUNK,NOUN_CHUNK
5851,relationship,has,layers,NOUN_CHUNK,NOUN_CHUNK
5852,authorities,confirmed,outbreak,NOUN_CHUNK,NOUN_CHUNK
5853,test report,showed,presence,NOUN_CHUNK,NOUN_CHUNK
5854,district forest department,set up,temporary medical facility,ORG,NOUN_CHUNK
5855,doctors,administering,vitamins,NOUN_CHUNK,NOUN_CHUNK
5856,Newcastle virus,hit,NCR,NOUN_CHUNK,ORG
5857,Bhondsi residents,maintain,balance,NOUN_CHUNK,NOUN_CHUNK
5858,team,collected,samples,NOUN_CHUNK,NOUN_CHUNK
5859,inordinate delay,causing,inconvenience,NOUN_CHUNK,NOUN_CHUNK
5860,Works,completed,61.59 crore,NOUN_CHUNK,MONEY
5861,PWD,taken,action,NOUN_CHUNK,NOUN_CHUNK
5862,PWD,turned,blind eye,NOUN_CHUNK,NOUN_CHUNK
5863,hurdles,delayed,project,NOUN_CHUNK,NOUN_CHUNK
5864,search,show,thousands of apps such as Islamic Pro,NOUN_CHUNK,CARDINAL
5865,Arif,added,word,PERSON,NOUN_CHUNK
5866,Chistropher,joined,Shibesh Singh,ORG,PERSON
5867,the Supreme Court,asked,IHCL,ORG,ORG
5868,SIT,submitted,remand application,NOUN_CHUNK,NOUN_CHUNK
5869,Kale,written down,names,PERSON,NOUN_CHUNK
5870,truck,killed,Tavera SUV,NOUN_CHUNK,NOUN_CHUNK
5871,doctors,rushed to,one as,NOUN_CHUNK,CARDINAL
5872,doctors,shifted to,one as,NOUN_CHUNK,CARDINAL
5873,impact,left,the SUV,NOUN_CHUNK,ORG
5874,The Maharashtra State Road Transport Corporation,launched,45 % 30 % concession,ORG,NOUN_CHUNK
5875,division,demanded,100 Shivshahi buses,NOUN_CHUNK,NOUN_CHUNK
5876,24-year old son,suffered,critical injuries,NOUN_CHUNK,NOUN_CHUNK
5877,parents,need,authorisation,NOUN_CHUNK,NOUN_CHUNK
5878,Airlines staff,escort,minors,NOUN_CHUNK,NOUN_CHUNK
5879,problem,plagues,old cement roads,NOUN_CHUNK,NOUN_CHUNK
5880,6 7 feet deep pit,causing,trouble,NOUN_CHUNK,NOUN_CHUNK
5881,NMC official,told,TOI,NOUN_CHUNK,ORG
5882,the Nagpur Municipal Corporation,using,solar power,ORG,NOUN_CHUNK
5883,NMC NMC,generate,"24,000kW",ORG,MONEY
5884,NMC NMC,are,power,ORG,NOUN_CHUNK
5885,NMC NMC,installed,solar power systems,ORG,NOUN_CHUNK
5886,project,received,big success,NOUN_CHUNK,NOUN_CHUNK
5887,central government,revised,norms,NOUN_CHUNK,NOUN_CHUNK
5888,NMC NMC,taking up,project,ORG,NOUN_CHUNK
5889,Police,busted,prostitution racket,NOUN_CHUNK,NOUN_CHUNK
5890,Police,arrested,pimp,NOUN_CHUNK,NOUN_CHUNK
5891,employment exchange,convey,employment exchange decision,NOUN_CHUNK,NOUN_CHUNK
5892,cops,traced,Rahul Kumar alias Salman,NOUN_CHUNK,PERSON
5893,Soni and Kaaliya,had,drink,PERSON,NOUN_CHUNK
5894,Salman,strangled,Soni,PERSON,PERSON
5895,Rahul,solved,murder,PERSON,NOUN_CHUNK
5896,NDMC,make,arrangements,ORG,NOUN_CHUNK
5897,Naidu,inaugurate,public cycle sharing project,ORG,NOUN_CHUNK
5898,night shelters,have,occupancy,NOUN_CHUNK,NOUN_CHUNK
5899,Ahilyabai Holkar Sheep and Goat Corporation,earned,crore,ORG,NOUN_CHUNK
5900,health ministry,finalised,rates,NOUN_CHUNK,NOUN_CHUNK
5901,concessionaire,submit,formal letter,NOUN_CHUNK,NOUN_CHUNK
5902,Haldiram,wants,compensation,PERSON,NOUN_CHUNK
5903,list,included,engineering elite colleges,NOUN_CHUNK,NOUN_CHUNK
5904,10-day nationwide farmers strike,have,impact,NOUN_CHUNK,NOUN_CHUNK
5905,agency,raised,bills,NOUN_CHUNK,NOUN_CHUNK
5906,health department official,told,TOI,NOUN_CHUNK,ORG
5907,Western Coalfields Limited,registered,growth,ORG,NOUN_CHUNK
5908,Protesters,spilled,100 litres,NOUN_CHUNK,QUANTITY
5909,Paper system,prolong,election process,NOUN_CHUNK,NOUN_CHUNK
5910,Maharashtra State Electricity Distribution Co. Ltd MSEDCL regional director,frozen,house rent allowance,NOUN_CHUNK,NOUN_CHUNK
5911,Khandait,sacked,25 employees,ORG,NOUN_CHUNK
5912,programme,have,sets,NOUN_CHUNK,NOUN_CHUNK
5913,temples,include,Navin Datta Mandir,NOUN_CHUNK,PERSON
5914,police,registered,case,NOUN_CHUNK,NOUN_CHUNK
5915,day long job,saw,50 companies,NOUN_CHUNK,NOUN_CHUNK
5916,governor house,make,mandatory disclosures,NOUN_CHUNK,NOUN_CHUNK
5917,(Maharashtra State Electricity Distribution Co. Ltd,carried out,rotational load shedding,ORG,NOUN_CHUNK
5918,restoration,be,7 days,NOUN_CHUNK,DATE
5919,tourism minister Manohar Azgaonkar,attended,road shows,PERSON,NOUN_CHUNK
5920,departments,include,town country planning,NOUN_CHUNK,NOUN_CHUNK
5921,operation,creating,lot,NOUN_CHUNK,NOUN_CHUNK
5922,men,hit,national headlines,NOUN_CHUNK,NOUN_CHUNK
5923,archbishop,emphasizes,inter - religious dialogue,NOUN_CHUNK,NOUN_CHUNK
5924,However much Uddhav Thackeray,pour,venom Uddhav Thackeray,PERSON,PERSON
5925,Seema Devi husband Amit Kumar,won,seat,PERSON,NOUN_CHUNK
5926,Amit,necessitated after,Amit assembly membership,PERSON,NOUN_CHUNK
5927,government,drawn,flak,NOUN_CHUNK,NOUN_CHUNK
5928,The directorate of health services,contacted,10 beneficiaries,ORG,NOUN_CHUNK
5929,government,slashed,prices,NOUN_CHUNK,NOUN_CHUNK
5930,directorate,held,meeting,NOUN_CHUNK,NOUN_CHUNK
5931,ED,arrested,persons,NOUN_CHUNK,NOUN_CHUNK
5932,the ED,filed,multiple prosecution complaints,ORG,NOUN_CHUNK
5933,attached assets,include,immovable properties,NOUN_CHUNK,NOUN_CHUNK
5934,the ED,registered,case,ORG,NOUN_CHUNK
5935,Nitin,taking,cognisance,PERSON,NOUN_CHUNK
5936,Aap jaante hain,respect,dene mein hum log aage hain,PERSON,PERSON
5937,Saligao MLA Jayesh Salgaonkar,filed,police complaint,NOUN_CHUNK,NOUN_CHUNK
5938,Saligao MLA Jayesh Salgaonkar,filed,police complaint,NOUN_CHUNK,NOUN_CHUNK
5939,actions,make out,civil wrong,NOUN_CHUNK,NOUN_CHUNK
5940,Vasco police inspector,opposed,plea,NOUN_CHUNK,NOUN_CHUNK
5941,BJP president Amit Shah,launched,campaign,PERSON,NOUN_CHUNK
5942,non - life companies,reported,underwriting profits,NOUN_CHUNK,NOUN_CHUNK
5943,largest private non - life company,narrowed,largest private non - life company underwriting loss,NOUN_CHUNK,NOUN_CHUNK
5944,Public sector New India Assurance,reported,net profit,ORG,NOUN_CHUNK
5945,public sector insurance companies,declared,public sector insurance companies,NOUN_CHUNK,NOUN_CHUNK
5946,firm owners,made,strong representation,NOUN_CHUNK,NOUN_CHUNK
5947,department,seized,majority,NOUN_CHUNK,NOUN_CHUNK
5948,Legal & General group commercial director Simon Burke,following,strategy,PERSON,NOUN_CHUNK
5949,(MPC,announce,MPC decision,ORG,NOUN_CHUNK
5950,HDFC,increased,HDFC retail prime lending rate,ORG,NOUN_CHUNK
5951,ICICI Bank,hiked,ICICI Bank one-year MCLR,ORG,ORG
5952,PNB,hiked,one-year MCLR,ORG,ORG
5953,ICICI Bank,increased,rates,ORG,NOUN_CHUNK
5954,ICICI Bank,increased,its one-year MCLR,ORG,ORG
5955,private lender,raised,rates,NOUN_CHUNK,NOUN_CHUNK
5956,SBI,hiked,term deposit rates,ORG,NOUN_CHUNK
5957,power loom scheme,has,takers,NOUN_CHUNK,NOUN_CHUNK
5958,Chief judicial magistrate court,granted,eight days,NOUN_CHUNK,DATE
5959,CID,sought,remand,ORG,NOUN_CHUNK
5960,chief judicial magistrate Bhavesh Kapadia,granted,remand,PERSON,NOUN_CHUNK
5961,CID,sought,remand,NOUN_CHUNK,NOUN_CHUNK
5962,Poor condition,claimed,life,NOUN_CHUNK,NOUN_CHUNK
5963,Forest department team,reached,Likhala village,NOUN_CHUNK,GPE
5964,officials,launched,investigation,NOUN_CHUNK,NOUN_CHUNK
5965,.Chief conservator,told,TOI,NOUN_CHUNK,ORG
5966,.Industrial safety officer Divyesh Morpara,registered,complaint,PERSON,NOUN_CHUNK
5967,district administration,keep,check,NOUN_CHUNK,NOUN_CHUNK
5968,32-year old woman,lodged,rape complaint,NOUN_CHUNK,NOUN_CHUNK
5969,Sebi,barred,officers,ORG,NOUN_CHUNK
5970,Sebi,lifted,Sebi ban,PERSON,NOUN_CHUNK
5971,Increased pressure,put,spotlight,NOUN_CHUNK,NOUN_CHUNK
5972,companies,spend,"an average $3,628",NOUN_CHUNK,MONEY
5973,far intensive competitive environment,requires,better quality leadership,NOUN_CHUNK,NOUN_CHUNK
5974,India,has,tiers,GPE,NOUN_CHUNK
5975,compassionate leaders,serve,tiers,NOUN_CHUNK,NOUN_CHUNK
5976,Tractors and Farm Equipment,won,Frost & Sullivan Global Manufacturing Leadership awards,ORG,NOUN_CHUNK
5977,officials,found,medicines,NOUN_CHUNK,NOUN_CHUNK
5978,one of Three bootleggers,arrested,bullet injury,CARDINAL,NOUN_CHUNK
5979,Police,seized,liquor stock,NOUN_CHUNK,NOUN_CHUNK
5980,Police,booked,arrested,NOUN_CHUNK,NOUN_CHUNK
5981,SIES College of Arts,received,the University Grants Commission’s,ORG,ORG
5982,arms,track,incoming foreign contributions,NOUN_CHUNK,NOUN_CHUNK
5983,MUMBAI police,earned,crore,NOUN_CHUNK,NOUN_CHUNK
5984,the Mumbai Cricket Association,paid,crore,ORG,NOUN_CHUNK
5985,firm,unearthed,discrepancies,NOUN_CHUNK,NOUN_CHUNK
5986,DCP Anil Kumbhare,constituted,team,PERSON,NOUN_CHUNK
5987,liveliness,swept,country,NOUN_CHUNK,NOUN_CHUNK
5988,liveliness,swept,country,NOUN_CHUNK,NOUN_CHUNK
5989,driver,lost,control,NOUN_CHUNK,NOUN_CHUNK
5990,driver,lost,control,NOUN_CHUNK,NOUN_CHUNK
5991,quality,taken,hit,NOUN_CHUNK,NOUN_CHUNK
5992,FERAL) SHPs,promoted,little environmental impact,NOUN_CHUNK,NOUN_CHUNK
5993,dammed streams,altered,fish composition,NOUN_CHUNK,NOUN_CHUNK
5994,Waters,had,lower oxygen levels,NOUN_CHUNK,NOUN_CHUNK
5995,habitat alterations,affected,freshwater fish assemblages,NOUN_CHUNK,NOUN_CHUNK
5996,SHPs,brought along,surge,NOUN_CHUNK,NOUN_CHUNK
5997,banks,.Loans to,rates,NOUN_CHUNK,NOUN_CHUNK
5998,ISA,trained,"1,000 people",ORG,NOUN_CHUNK
5999,Walmart,announced,16-billion acquisition,ORG,NOUN_CHUNK
6000,Walmart,has,major international supply chain,ORG,NOUN_CHUNK
6001,police,nabbed in,Mintri mobile location,NOUN_CHUNK,NOUN_CHUNK
6002,AHMEDABAD,report,road cave ins,ORG,NOUN_CHUNK
6003,whistle-blower Arvind Gupta,spouse,Deepak Kochhar's NuPower Group,PERSON,ORG
6004,large funds,gave,loans,NOUN_CHUNK,NOUN_CHUNK
6005,Essar,have,business interest,ORG,NOUN_CHUNK
6006,Essar,have,business interest,ORG,NOUN_CHUNK
6007,police,informed,22-year old youth family members,NOUN_CHUNK,NOUN_CHUNK
6008,People,make,suggestions,NOUN_CHUNK,NOUN_CHUNK
6009,demand,got,push,NOUN_CHUNK,NOUN_CHUNK
6010,cases,created,doubts,NOUN_CHUNK,NOUN_CHUNK
6011,committee,prepared,draft,NOUN_CHUNK,NOUN_CHUNK
6012,People,make,suggestions,NOUN_CHUNK,NOUN_CHUNK
6013,demand,got,push,NOUN_CHUNK,NOUN_CHUNK
6014,cases,created,doubts,NOUN_CHUNK,NOUN_CHUNK
6015,committee,prepared,draft,NOUN_CHUNK,NOUN_CHUNK
6016,People,make,suggestions,NOUN_CHUNK,NOUN_CHUNK
6017,demand,got,push,NOUN_CHUNK,NOUN_CHUNK
6018,cases,created,doubts,NOUN_CHUNK,NOUN_CHUNK
6019,committee,prepared,draft,NOUN_CHUNK,NOUN_CHUNK
6020,investment firm,lured,investors,NOUN_CHUNK,NOUN_CHUNK
6021,goods,need,- way,NOUN_CHUNK,NOUN_CHUNK
6022,incident,took,place,NOUN_CHUNK,NOUN_CHUNK
6023,the BJP,the BJP,the Shiv Sena,ORG,PERSON
6024,the CPM,got,"71,887 votes",ORG,NOUN_CHUNK
6025,Sena sympathiser Vivek Pandit,has,following,PERSON,NOUN_CHUNK
6026,maximum,The low voter turnout in,the BVA,NOUN_CHUNK,ORG
6027,Kshitij Thakur,blamed,low turn,PERSON,NOUN_CHUNK
